Modelo,,,,,,,Q3,,,,M2,,,,,,,,,,,Raeton,,Tiggo 5x,Colorado,,SpaceTourer,,,,,,,,,RAM,T7,,,,Ducato,Fusion,,,,,,SC7,,,,,HB01,,Insight,,,,IX55,,,,,S7,,,,,,,,,,,,,Mohave,,,,,,,,,,MG4,Paceman,,,,,ET-2325,BT-50,,EQB,,Expander,,Micra,,,Zafira,,,,308 2023,,,,,,,,,Laguna,,,,,,,,,,,,,,,Superb,,,STI,Ignis,,,,Corolla,,,,Constellation,,S90,,,,,,,
Modelo,,,,,,,Q4,,,,M3,,,,,,,,,,,UNI-K,,Tiggo 6,Corsa,,,,,,,,,,,Spirit,,,,,Fiorino,Galaxy,,,,,,SX11,,,,,Jolion,,Jazz,,,,Ioniq,,,,,T6,,,,,,,,,,,,,Morning,,,,,,,,,,MG5,Roadster,,,,,ET-2549,CX-3,,EQC,,FTO,,Murano,,,,,,,405,,,,,,,,,Latitude,,,,,,,,,,,,,,,Yeti,,,,Jimny,,,,Corolla Cross,,,,Crafter,,V40,,,,,,,
Modelo,,,,,,,Q5,,,,M4,,,,,,,,,,,UNI-T,,Tiggo 7,Corvette,,,,,,,,,,,Stratus,,,,,Freemont,Ka,,,,,,SX12,,,,,,,Legend,,,,Kona,,,,,T8,,,,,,,,,,,,,Niro,,,,,,,,,,MG6,,,,,,ET-4849 8x4 tolva,CX-30,,EQE,,Fuso,,NP300,,,,,,,406,,,,,,,,,Logan,,,,,,,,,,,,,,,,,,,Kizashi,,,,Crown,,,,Golf,,V50,,,,,,,
Modelo,,,,,,,Q7,,,,M5,,,,,,,,,,,,,Tiggo 7 Pro,Cruze,,,,,,,,,,,Viper,,,,,Idea,Kuga,,,,,,,,,,,,,N-Box,,,,Matrix,,,,,,,,,,,,,,,,,,Opirus,,,,,,,,,,MG7,,,,,,ET-516,CX-4,,EQS,,Galant,,NV200,,,,,,,407,,,,,,,,,Megane,,,,,,,,,,,,,,,,,,,Maruti,,,,FJ Cruiser,,,,ID.3,,V60,,,,,,,
Modelo,,,,,,,Q8,,,,M6,,,,,,,,,,,,,Tiggo 8,Cruze 1.8,,,,,,,,,,,,,,,,Linea,Maverick,,,,,,,,,,,,,NSX,,,,Palisade,,,,,,,,,,,,,,,,,,Optima,,,,,,,,,,MG8,,,,,,ET-916,CX-5,,G-Class,,L200,,NV350,,,,,,,408,,,,,,,,,Modus,,,,,,,,,,,,,,,,,,,SX4,,,,Fortuner,,,,ID.4,,V70,,,,,,,
Modelo,,,,,,,R8,,,,M8,,,,,,,,,,,,,Tiggo 8 Pro,D-Max,,,,,,,,,,,,,,,,Mobi,Mondeo,,,,,,,,,,,,,Odyssey,,,,Santa Fe,,,,,,,,,,,,,,,,,,Pegas,,,,,,,,,,Marvel R,,,,,,G10 Cargo,CX-60,,GLA,,Lancer,,Note,,,,,,,5008,,,,,,,,,Sandero,,,,,,,,,,,,,,,,,,,SX4 S-Cross,,,,GR Supra,,,,ID.5,,V90,,,,,,,
Modelo,,,,,,,RS Q3,,,,X1,,,,,,,,,,,,,,Dmax 2014,,,,,,,,,,,,,,,,Palio,Mustang,,,,,,,,,,,,,Passport,,,,Sonata,,,,,,,,,,,,,,,,,,Picanto,,,,,,,,,,ZS,,,,,,G10 Minibús,CX-7,,GLB,,Mirage,,Pathfinder,,,,,,,508,,,,,,,,,Scenic,,,,,,,,,,,,,,,,,,,Swift,,,,GR86,,,,ID.6,,XC40,,,,,,,
Modelo,,,,,,,RS Q8,,,,X2,,,,,,,,,,,,,,Equinox,,,,,,,,,,,,,,,,Punto,Puma,,,,,,,,,,,,,Pilot,,,,Staria,,,,,,,,,,,,,,,,,,Pregio,,,,,,,,,,ZS EV,,,,,,G90,CX-8,,GLC,,Montero,,Primera,,,,,,,607,,,,,,,,,Symbol,,,,,,,,,,,,,,,,,,,Vitara,,,,Highlander,,,,Jetta,,XC60,,,,,,,
Modelo,,,,,,,RS3,,,,X3,,,,,,,,,,,,,,Joy,,,,,,,,,,,,,,,,Qubo,Ranger,,,,,,,,,,,,,Prelude,,,,Terracan,,,,,,,,,,,,,,,,,,Pride,,,,,,,,,,,,,,,,MIFA 9,CX-9,,GLE,,Outlander,,Pulsar,,,,,,,806,,,,,,,,,Talisman,,,,,,,,,,,,,,,,,,,Wagon R,,,,Hilux,,,,Passat,,XC70,,,,,,,
Modelo,,,,,,,RS4,,,,X4,,,,,,,,,,,,,,Montana,,,,,,,,,,,,,,,,Siena,Raptor,,,,,,,,,,,,,Ridgeline,,,,Tucson,,,,,,,,,,,,,,,,,,ProCeed,,,,,,,,,,,,,,,,T60,Demio,,GLK,,Outlander PHEV,,Qashqai,,,,,,,807,,,,,,,,,Twingo,,,,,,,,,,,,,,,,,,,XL6,,,,Land Cruiser,,,,Polo,,XC90,,,,,,,
Modelo,,,,,,,RS5,,,,i3,,,,,,,,,,,,,,N300,,,,,,,,,,,,,,,,Stilo,Taurus,,,,,,,,,,,,,S2000,,,,i10,,,,,,,,,,,,,,,,,,Rio,,,,,,,,,,,,,,,,T90,MX-3,,GLS,,Pajero,,Quest,,,,,,,Expert,,,,,,,,,Zoe,,,,,,,,,,,,,,,,,,,,,,,Land Cruiser Prado,,,,Scirocco,,,,,,,,,
Modelo,,,,,,,RS6,,,,i4,,,,,,,,,,,,,,Onix,,,,,,,,,,,,,,,,Strada,Territory,,,,,,,,,,,,,S660,,,,i20,,,,,,,,,,,,,,,,,,Seltos,,,,,,,,,,,,,,,,T90 EV,MX-5,,GT,,Pajero Sport,,RD28,,,,,,,iOn,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mirai,,,,Sharan,,,,,,,,,
Modelo,,,,,,,RS7,,,,i7,,,,,,,,,,,,,,Orlando,,,,,,,,,,,,,,,,Tipo,Transit,,,,,,,,,,,,,Stream,,,,i30,,,,,,,,,,,,,,,,,,Sonet,,,,,,,,,,,,,,,,eDeliver 3,MX-6,,GTS,,Rosa,,Rogue,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Prius,,,,T-Cross,,,,,,,,,
Modelo,,,,,,,S3,,,,i8,,,,,,,,,,,,,,S10,,,,,,,,,,,,,,,,Toro,,,,,,,,,,,,,,Type R,,,,i40,,,,,,,,,,,,,,,,,,Soul,,,,,,,,,,,,,,,,eDeliver 9,Protege,,ML-Class,,i-MiEV,,Sentra,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,RAV4,,,,T-Roc,,,,,,,,,
Modelo,,,,,,,e-tron,,,,iX,,,,,,,,,,,,,,Sail,,,,,,,,,,,,,,,,Uno,,,,,,,,,,,,,,Vezel,,,,i800,,,,,,,,,,,,,,,,,,Sportage,,,,,,,,,,,,,,,,,,,Sprinter,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
